gene,S15.8147.A1-logfc,S15.10848.A-logfc
CDX1,0.815315176,1.298854126
CENPH,3.440846708,3.685043417
CENPK,3.786267197,3.187183482
CEP120,3.730694367,3.443248136
CEP72,2.691065601,2.14619386
CETN3,2.890559745,2.863261798
CHD1,4.642405836,4.481596962
CHSY3,0.748893543,1.766334901
CKMT2,2.32299064,1.485246672
CLINT1,4.847462677,5.040824308
CLK4,4.299035378,3.777181662
CLPTM1L,5.467552874,5.010567401
CLTB,4.083621885,4.81638709
CMBL,0.631055438,1.36357346
CMYA5,0.703599079,0.68091322
CNOT6,4.231541676,3.689328583
CNOT8,4.94774069,4.837489317
COL23A1,0.31458201,1.133055896
COL4A3BP,4.121654846,4.096244544
COMMD10,3.904661114,3.821214284
COX7C,7.947388728,8.198486655
CPEB4,3.39859751,3.945253975
CPLX2,0.16640771,0.155605137
CREBRF,3.485126884,3.296819365
CRHBP,1.037280682,0.41806701
CSF1R,5.528145466,6.011810342
CSF2,2.322352128,1.12990684
CSNK1A1,6.182359404,6.51720298
CSNK1G3,3.927167332,3.699706618
CTNNA1,5.082494946,6.166556329
CTNND2,0.224142237,0.845111189
CTXN3,0.190124343,0.138303167
CWC27,3.532785035,3.303035397
CXCL14,5.797989144,7.478219669
CXXC5,2.820531592,3.837665625
CYFIP2,5.008363574,4.298442386
CYSTM1,3.616677847,4.278076432
DAB2,4.864233897,5.033521851
DAP,5.276968761,4.776501846
DBN1,2.079585531,2.795718307
DCP2,5.145612381,4.231454202
DCTN4,4.244065843,4.049418499
DDX4,0.237187964,0
DDX41,4.417490725,4.328451225
DDX46,4.54085812,4.183663154
DEPDC1B,3.14752985,3.178438947
DHFR,4.225967586,3.21082639
DHX29,3.559340503,3.860623293
DIAPH1,6.219417686,5.762511905
DIMT1,4.422900281,3.916077358
DMGDH,0.373184504,1.206997984
DMXL1,4.111263219,3.728080411
DNAH5,0.122404412,0.390459827
DNAJC18,2.472084296,2.289570562
DNAJC21,3.329736754,3.303837753
DND1,3.061255447,2.974506596
DOCK2,6.504179496,6.269389728
DOK3,2.479243377,2.677860398
DPYSL3,4.931024151,5.687857138
DRD1,0.105815149,0.530601819
DROSHA,3.987653909,3.577339749
DTWD2,1.958635132,1.679504358
DUSP1,3.919866209,6.92617839
EBF1,2.324829079,2.257733657
ECSCR,2.781617813,4.403212087
EDIL3,0.491322738,1.529089278
EFCAB9,0.434136618,0
EFNA5,1.505769453,2.196904479
EGFLAM,0.919721894,1.836298914
EGR1,4.127248234,4.635359284
EIF4E1B,0.133751058,0.102956867
EIF4EBP3,3.438720099,3.659135915
ELL2,3.518237464,4.141813447
ELOVL7,1.86682517,2.979190187
EMB,5.85952691,5.467813736
ENC1,2.859385842,3.495501058
EPB41L4A,1.970521264,2.228877475
ERAP1,5.391995443,5.14142459
ERAP2,5.866534817,4.95360072
ERBB2IP,5.451048709,4.881481197
ERCC8,3.306880766,2.894796047
ERGIC1,4.440442104,4.832267138
ESM1,0.406840185,0.442098408
ETF1,5.252667865,5.402431001
EXOC3,4.714000785,4.380541405
F12,0.652624736,1.076343524
F2R,3.977672598,3.942478133
F2RL1,0.718483206,2.042713035
F2RL2,2.274208571,2.196347267
FABP6,0.177514149,0.833343904
FAF2,4.145782015,4.082670067
FAM105A,3.160434855,3.383292676
FAM105B,4.319251247,4.079305598
FAM114A2,3.021880882,2.990927064
FAM134B,2.498249957,2.583667545
FAM13B,4.496395444,4.034105792
FAM151B,1.152641718,1.207122718
FAM153A,0.591470325,0.159228406
FAM153B,0.757089944,0.557657053
FAM159B,0.151554369,0.826475348
FAM170A,0,1.033373375
FAM172A,3.114764668,2.768861142
FAM174A,2.121237719,3.495195151
FAM196B,4.095794209,3.076484468
FAM53C,3.118948173,2.946241402
FAM71B,0.392387712,0.820409485
FAM81B,0.177535386,0.341160089
FAT2,1.544292512,2.617810832
FBN2,0.542915688,1.173433408
FBXL17,3.311312671,3.097757782
FBXL21,0.03320822,0.027971868
FBXL7,1.266226843,1.400788151
FBXO38,4.163295372,3.715768324
FBXO4,2.835641632,3.349309415
FBXW11,4.114776038,4.138013739
FCHO2,3.632642076,4.566606337
FCHSD1,3.157917591,3.77297367
FEM1C,4.114228153,3.702130565
FER,3.093152889,3.442833964
FGF1,0.212218049,0.369111943
FGF10,0.141343549,0.644257391
FGF18,0.466787852,1.927652482
FGFR4,0.157407124,0.243568195
FLT4,1.419350198,1.956510698
FNDC9,2.779489881,1.584074512
FNIP1,3.695139689,4.033288602
FOXD1,0.079427584,0.220705718
FOXI1,0.152856996,0.717194083
FST,1.375302117,0.439925021
FSTL4,0.162605955,0.271515917
FTMT,0.526375148,0.716317804
FYB,6.883375537,5.406716797
G3BP1,6.156904167,6.058927668
GABRA1,0.038550082,0.2737654
GABRA6,0.158577781,0
GABRB2,0.164542504,0.500702327
GABRG2,0.101357119,0.043249158
GABRP,0.878763212,2.414921928
GALNT10,3.39047089,3.367297517
GAPT,1.767987059,1.163022844
GCNT4,1.563874783,1.64548951
GDF9,0.844622108,1.079277741
GDNF,0.044431606,0.50554208
GEMIN5,3.384195784,3.092098276
GFM2,3.737670216,3.231605241
GFPT2,3.637112052,4.2290942
GFRA3,0.240795826,0.175399333
GHR,0.774388418,0.836487063
GIN1,1.949570708,1.505143718
GLRA1,0.824196804,0.691422253
GLRX,3.824631963,5.07975113
GM2A,6.226870274,6.657883022
GNB2L1,9.39615629,8.948336629
GNPDA1,4.440694661,3.910156079
GOLPH3,5.069248155,5.139281572
GPBP1,4.852672955,4.62659141
GPR150,0.567001035,0.364227978
GPR151,0,0
GPRIN1,1.292517777,1.691106203
GPX3,4.408304472,5.000423719
GPX8,2.134003537,3.016894264
GRAMD3,2.856213768,2.214621659
GRIA1,0.222603632,0.490613731
GRK6,5.018044256,5.195749028
GRM6,0.174373175,0.481665549
GRPEL2,3.224475436,3.122386606
GRXCR2,0,0
GTF2H2,5.474305462,4.501444201
GTF2H2C,5.314966068,4.474449042
GTF2H2D,5.475879632,4.608553732
GZMA,4.932179569,5.330266302
GZMK,5.751701929,5.310975475
H2AFY,6.436460472,6.446300679
HAND1,0.102733436,0.203554437
HAPLN1,0.114059654,0.111154987
HARS,4.752254317,4.862804241
HARS2,4.19240989,3.86525167
HAVCR1,0.516474775,0.574838819
HAVCR2,4.362937249,4.91836027
HBEGF,1.866110109,4.751184759
HCN1,0.062962525,0.145492693
HDAC3,5.158306878,5.116547428
HEATR7B2,0.037089545,0.273797462
HEXB,5.537462753,6.237493813
HIGD2A,5.352239228,5.362179369
HK3,4.064662574,4.692190944
HMGCR,4.470726182,4.259393864
HMGCS1,3.966637292,4.31458704
HMGXB3,4.011899665,3.835362508
HMHB1,0,0.85834014
HMMR,3.388820598,2.970382681
HMP19,0.005588677,0
HNRNPA0,4.578798569,4.407708326
HNRNPAB,5.674755593,5.707845845
HNRNPH1,7.857501173,7.482663531
HOMER1,2.086588218,1.112429125
HRH2,1.383803357,3.643397382
HSD17B4,4.571605665,5.027052509
HSPA4,5.288487183,5.302613355
HSPA9,5.888352079,5.858479469
HSPB3,0.218589711,0
HTR1A,0,0
HTR4,0.175988997,0.151516257
IGIP,3.553046208,2.420000798
IK,4.450774155,4.421849182
IL12B,0.504851651,0.639171213
IL13,0.232060601,0.19639244
IL17B,0.103917289,1.021114735
IL3,0,0.081288543
IL31RA,0.24493686,1.269912777
IL4,0.238654944,1.892800893
IL5,0.209906016,0.543403636
IL6ST,6.477864233,5.894913147
IL7R,5.473126789,5.665347034
IL9,0.129441129,0.583489986
IPO11,3.431003291,3.072665909
IQGAP2,3.813061329,4.648935944
IRF1,6.020491176,5.941039862
IRGM,0.580419717,0.537667637
IRX1,0.633906977,1.439466156
IRX2,0.974799019,2.308362766
IRX4,0.265343523,1.496598333
ISL1,0.134343128,0
ISOC1,3.230623747,2.519573054
ITGA1,2.201516383,3.292708124
ITGA2,1.018759454,2.14621893
ITK,6.644738423,5.499498831
JAKMIP2,1.426045118,0.721627002
JMY,2.948070522,3.068115745
KCNIP1,0.368769898,0.569459045
KCNMB1,1.82088911,1.811436071
KCNN2,0.070400449,0.63515337
KCTD16,0.151440632,0.148563825
KDM3B,4.684482906,4.307225487
KIAA0141,4.056280449,3.528483923
KIAA0825,1.572147007,1.120656479
KIAA0947,4.219868882,3.736516063
KIAA1024L,0.094003906,0
KIAA1191,4.345156666,4.369825128
KIF20A,3.768389055,3.076236885
KIF2A,5.470406689,4.562600247
KIF3A,3.221543695,2.483741947
KIF4B,1.193287702,0.782538432
KLHL3,2.538051063,1.460533942
LARP1,5.745874606,5.273373549
LARS,4.934080108,4.54272033
LCP2,6.543491726,5.196762198
LEAP2,2.489527516,2.884860774
LECT2,0,0
LHFPL2,4.923821081,5.555979579
LIFR,2.610065319,3.261050688
LIX1,0.531561227,0.330036346
LMAN2,5.287082503,5.666773199
LMBRD2,3.403917269,3.596154271
LMNB1,5.389694368,5.17208874
LNPEP,5.44456673,4.884188442
LOC100505841,0.14902901,0.469617543
LOC100506688,0.352501688,0
LOX,3.151632959,3.953838843
LPCAT1,4.191067271,3.77238065
LRRC14B,0.218446256,0
LRRC70,1.627078765,2.129958764
LRRTM2,1.347222618,1.899223014
LSM11,2.323694153,1.836151955
LTC4S,0.954937445,1.961891353
LYRM7,3.309179438,2.01635148
LYSMD3,3.428389269,3.153417282
MAML1,4.030770097,3.29826304
MAN2A1,5.181690005,4.47522445
MAP1B,2.565679787,3.366257725
MAP3K1,4.223370508,4.381230261
MAPK9,3.323597417,2.792177031
11-Mar,0,0
3-Mar,2.198710427,1.759732514
6-Mar,4.646091984,4.272916043
MARVELD2,0.562705319,1.580785051
MAST4,2.333677553,2.447096222
MAT2B,5.524812813,5.678059593
MATR3,5.864422474,5.480386656
MBLAC2,2.020529098,1.687336098
MCC,2.736124216,3.254527399
MCCC2,4.366588593,3.874883319
MCIN,0.085200176,0.290912817
MCTP1,4.247003632,4.158185809
MED10,3.950673302,3.775043376
MED7,3.47391682,2.873655785
MEF2C,3.812155124,3.538509917
MEGF10,0.180132987,0.493311674
MFAP3,3.654576414,3.660634456
MGAT1,5.392297904,5.758775371
MGAT4B,4.312392796,4.460032463
MIER3,3.617545965,2.886166281
MOCS2,3.489223319,3.38421239
MRPL22,2.722038246,2.08169776
MRPL36,4.679200141,4.518717607
MRPS27,4.629487039,4.090698976
MRPS30,3.716642695,3.060766569
MRPS36,3.352733863,3.735137383
MSH3,3.517750627,2.841322755
MSX2,1.267238324,1.476134769
MTMR12,3.572456067,3.298665946
MTRNR2L2,0.419203699,0
MTRR,3.499558533,2.942073843
MTX3,3.912313212,2.813425223
MXD3,3.672814712,3.654313267
MYO10,1.358881812,2.424481465
MYOT,1.292998719,0.801475478
MYOZ3,0.28684246,0.65562553
MZB1,3.393313804,1.851918188
N4BP3,0.725685392,1.357503633
NADKD1,2.7511564,2.523498184
NAIP,4.928220735,4.865842122
NDFIP1,4.523149285,4.970348496
NDST1,3.340187995,3.970697013
NDUFA2,4.509905632,4.651106304
NDUFAF2,2.650041884,3.155012615
NDUFS4,5.172024055,5.187993328
NDUFS6,5.448090847,5.959163871
NEURL1B,1.869229903,2.894125752
NEUROG1,0.106945631,0.292463177
NHP2,5.496422142,4.974839369
NIM1,0.277215597,0.581560985
NIPAL4,2.423197028,3.147518503
NIPBL,4.826037176,4.305523736
NKD2,0.591226169,0.341173655
NKX2-5,0.637919262,0.252260162
NLN,2.196659388,2.780958365
NME5,0.209588854,0
NMUR2,0.108472229,0.627614763
NNT,4.284887416,4.476601433
NOP16,3.476846561,2.876090145
NPM1,7.372006054,7.336549151
NPR3,0.2962389,0.98916554
NR2F1,0.406024784,0.434701862
NR3C1,4.901943509,4.263300667
NREP,2.188976579,2.7310554
NRG2,0.952770239,0.655078623
NSA2,5.404070427,5.306746774
NSD1,4.827140448,4.198734511
NSUN2,4.778828738,4.942302693
NUDCD2,3.838761877,3.809919126
NUDT12,1.322232464,2.060819528
NUP155,4.293286891,3.680320527
OCLN,2.260145402,1.890183213
ODZ2,0.426921511,3.498241023
OR2V1,0.624144142,0
OR2V2,0.23658323,0.626608139
OR2Y1,0.630618403,0
OR4F16,1.400229945,1.034845645
OR4F29,1.400229945,1.034845645
OR4F3,1.400229945,1.034845645
OSMR,3.854464952,4.652736676
OTP,0.100104998,0.355919787
OXCT1,4.27433647,3.660449787
P4HA2,2.024260636,3.538154694
PAIP1,2.422647347,2.70335736
PAIP2,5.510723771,5.366089331
PAM,3.93938824,5.306460673
PANK3,4.891508846,4.470425258
PAPD4,5.164143349,4.699807084
PAPD7,4.091452583,3.404958902
PARP8,4.069922922,3.583394926
PCBD2,3.270362172,2.960674983
PCDH1,1.454086328,2.813008448
PCDH12,1.574640673,2.073027766
PCDHA1,0.578047029,0.177250531
PCDHA10,0.603860873,0.087027739
PCDHA11,0.562515585,0.076627108
PCDHA12,0.58370588,0.087483245
PCDHA13,0.59084784,0.088748653
PCDHA2,0.618445685,0.085734719
PCDHA3,0.586487456,0.08797547
PCDHA4,0.640849059,0.087609743
PCDHA5,0.588659462,0.180975946
PCDHA6,0.589751593,0.088554086
PCDHA7,0.604540248,0.089684651
PCDHA8,0.657095167,0.309938324
PCDHA9,0.37464545,0.106770571
PCDHAC1,0.759207713,0.24176292
PCDHAC2,0.701240677,0.235357839
PCDHB1,0,0.199069886
PCDHB10,0.39490651,0.851704886
PCDHB11,0.305087568,0.15656656
PCDHB12,0.202494763,0.411506032
PCDHB13,0.780734784,0.853562123
PCDHB14,0.664328753,0.344202906
PCDHB15,0.496708539,0.358885623
PCDHB16,0.163769503,0.766074032
PCDHB2,0.730561095,0.812226825
PCDHB3,0.24131977,0.558446454
PCDHB4,0.235458996,0
PCDHB5,0.179608616,0.472182085
PCDHB6,0.059867036,0.31903015
PCDHB7,0.119553208,0.771077062
PCDHB8,0.130544619,0.938670254
PCDHB9,0.382963199,0.847932757
PCDHGA1,2.454295812,2.818041347
PCDHGA10,2.727668402,2.974552656
PCDHGA11,2.528801561,2.777697416
PCDHGA12,2.609034964,2.90573239
PCDHGA2,2.470423437,2.765881996
PCDHGA3,2.472691134,2.854096816
PCDHGA4,2.53208679,2.867328715
PCDHGA5,2.693200591,2.850574583
PCDHGA6,2.686218118,2.909965012
PCDHGA7,2.619778698,2.755248544
PCDHGA8,2.414024423,2.640293548
PCDHGA9,2.722080612,2.97001138
PCDHGB1,2.508315582,2.840009832
PCDHGB2,2.821964789,2.868313386
PCDHGB3,2.797926535,2.960425667
PCDHGB4,2.789440203,2.960467627
PCDHGB5,2.829085263,2.992260806
PCDHGB6,2.690280763,2.955028038
PCDHGB7,2.743400306,3.030826368
PCDHGC3,3.017066765,3.484261418
PCDHGC4,2.526073597,2.898488986
PCDHGC5,2.434557688,2.799424988
PCSK1,2.131123018,1.684338723
PCYOX1L,3.268400949,2.52897631
PDCD6,6.029241768,6.034493375
PDE4D,3.557601289,3.839287442
PDE6A,0.627873583,0.814685368
PDE8B,1.544998811,1.121345574
PDGFRB,4.783591814,5.60873436
PDLIM4,1.850726117,2.757873345
PDLIM7,3.374069751,3.402538327
PDZD2,1.598223342,1.321075594
PELO,2.652558161,2.856817714
PFDN1,4.558133855,5.142586324
PFN3,0,0
PGGT1B,3.961780964,3.426569568
PHAX,3.937312308,3.496558607
PHF15,4.385634235,4.048726516
PIK3R1,4.674909932,4.570305295
PITX1,0.281304678,0.839862272
PJA2,5.896640146,5.393516961
PKD2L2,2.945701644,2.095310899
PLAC8L1,1.035623044,1.02077488
PLCXD3,0.047085397,0.522075247
PLEKHG4B,0.18647208,0.25716831
PLK2,2.866670019,4.407599122
POC5,3.113911566,3.046856185
POLK,3.77682154,3.559555665
POLR3G,1.579536247,2.104433441
POU4F3,0,0
POU5F2,2.213329,1.849296729
PPAP2A,3.867081918,4.589507929
PPARGC1B,2.971500558,2.874502578
PPIC,3.075407136,4.819288391
PPIP5K2,4.492205838,3.798466379
PPP2CA,5.833295413,5.989080005
PPP2R2B,0.651554293,0.629149587
PPWD1,4.455854627,4.228375661
PRDM6,0.131340421,0.041756307
PRDM9,0.057555202,0
PRELID1,5.224972812,5.179835393
PRELID2,0.677609414,1.422232419
PRKAA1,4.207375121,3.998890393
PRLR,0.414655786,0.548169048
PROP1,0.12106968,0.468333929
PRR16,0.695597637,1.735950307
PRR7,1.716315423,1.198806473
PRRC1,3.963403006,4.031036866
PSD2,0.155130934,0.146249928
PTCD2,2.474800057,2.409740254
PTGER4,5.52191891,4.804520882
PTTG1,5.238127525,4.818697059
PURA,3.791970058,3.474310978
PWWP2A,2.912639836,2.506079741
RAB24,3.613290235,3.9015271
RAB3C,0.591294259,1.2413624
RAD1,3.236779411,3.16692568
RAD17,3.279448184,2.975727222
RAD50,4.43955042,3.719045518
RAI14,2.942308889,3.252395578
RANBP17,0.530434653,0.96334203
RANBP3L,0.694326396,0.772923755
RAPGEF6,4.863099082,4.002879833
RARS,4.948264932,4.769533041
RASA1,5.082441175,4.330211746
RASGEF1C,0.056462662,0
RASGRF2,1.021675818,1.567497344
RBM22,4.341664841,3.708403205
RBM27,4.060794867,3.751322409
REEP2,1.112152104,1.677099924
REEP5,5.037279444,5.225381739
RELL2,3.152381026,2.402288828
RFESD,1.271650637,0.097287691
RGMB,2.335879982,2.596454549
RGS14,4.097962757,3.215801566
RGS7BP,0.093832923,0.711829876
RHOBTB3,2.610412838,3.301477289
RICTOR,4.369365419,3.904893788
RIOK2,2.755285693,2.770023527
RMND5B,3.798172416,3.702623372
RNF130,4.985187396,6.009309528
RNF14,3.581769641,3.573826108
RNF145,5.157353425,5.056438279
RNF180,0.516799841,0.634590386
RNF44,4.122926279,3.264703102
ROPN1L,0.144915201,0
RPL26L1,3.293954271,2.680721682
RPL37,8.182989975,8.106993634
RPS14,8.982716562,8.856587684
RPS23,6.401347984,6.296365371
RUFY1,4.209290845,4.310088091
RXFP3,0.139285502,0.374102253
S100Z,0.045454856,0
SAP30L,3.067976997,3.101609409
SAR1B,3.745501082,3.65065664
SCAMP1,2.89788431,3.201470907
SCGB3A1,0,0.617743566
SCGB3A2,0.40820042,0
SDHA,5.314843942,5.61374008
SEC24A,3.842776157,3.68503982
SEMA5A,2.689526848,3.748812695
SEMA6A,1.796475451,1.572247734
SEPP1,6.837417184,7.694363428
8-Sep,3.923341054,4.279085629
SERF1A,3.424043659,2.851756409
SERF1B,3.430096727,2.858052705
SERINC5,3.546236116,4.350181236
SETD9,0.933047149,1.445708213
SFXN1,5.402020107,5.389400281
SGCD,1.17355469,1.724589407
SGTB,3.129601206,3.390232356
SH3PXD2B,2.878361172,4.283942795
SH3RF2,2.849439242,2.604551575
SH3TC2,0.241229352,0.34550174
SHROOM1,0.502105718,0.443519956
SIL1,3.786465155,3.823102106
SKIV2L2,4.702089923,4.640010799
SKP1,5.289310862,5.565353945
SKP2,2.850055547,2.888449937
SLC12A2,3.576090205,3.662503531
SLC12A7,3.844275982,4.35181798
SLC1A3,4.3012826,4.852617587
SLC22A4,0.897608649,1.434738405
SLC22A5,1.521909715,1.952280036
SLC23A1,1.044044295,1.114492856
SLC25A2,1.082822264,1.480951364
SLC25A46,5.936642332,5.340061021
SLC25A48,0.402256975,0.59204447
SLC26A2,3.347794279,3.388880035
SLC27A6,0.22255642,0.169983738
SLC30A5,3.844163454,3.458053568
SLC34A1,0.189211672,0.688680699
SLC35A4,4.454878781,4.37575262
SLC36A1,3.246095754,3.25017747
SLC36A2,0.12390969,0.188559546
SLC36A3,0.310032113,0.450509351
SLC38A9,3.709505094,2.999353785
SLC45A2,0.145755748,0
SLC4A9,0.302794328,0.34692391
SLC6A18,0.047374158,0.056643878
SLC6A19,0,0.259852916
SLC6A3,0.010875198,0.236013361
SLC6A7,0.607977461,0.137424397
SLC9A3,1.476654773,0.860834233
SLCO4C1,0.209357689,0.316846384
SLCO6A1,0.022598448,0.282900985
SLIT3,3.054157063,4.515894141
SLU7,3.921668588,3.908412106
SMAD5,3.134314879,3.608175563
SMN1,5.042193838,4.653027581
SMN2,5.038907906,4.650159963
SNCAIP,0.773189935,0.85958065
SNCB,0,0.009163684
SNX18,3.891177186,3.33642589
SNX2,5.482778969,5.682673875
SNX24,2.423308153,3.267685882
SOWAHA,0,0.148563825
SOX30,0.200286019,1.317122302
SPARC,7.230480325,8.091980332
SPATA24,1.98528957,1.508905976
SPATA9,0.318438644,0
SPEF2,0.520628935,0.607449758
SPINK1,0.126225469,0.507344061
SPINK13,0.365348167,0
SPINK14,0,0
SPINK5,2.832028374,4.421436145
SPINK6,0,1.471790755
SPINK7,0.847199208,0.744070419
SPINK9,0.343114133,0
SPOCK1,1.162634128,2.540563387
SPRY4,1.593956537,1.988377855
SPZ1,0.228362421,0
SQSTM1,5.953847223,6.293869326
SRD5A1,2.947313438,3.005455264
SREK1,4.157082027,3.655698458
SREK1IP1,2.62549406,2.661520678
SRFBP1,3.141906201,2.533614251
SRP19,3.775838267,3.501078623
SSBP2,1.729843039,2.439491003
ST8SIA4,4.281444216,4.309151857
STARD4,3.783250692,2.484867475
STC2,0.530397452,0.611161177
STK10,4.871565682,4.179747281
STK32A,0.384931182,0.357542638
SUB1,5.564410377,5.387561006
SV2C,0.258152738,0.559518399
SYNPO,1.933272186,2.959729747
TAF7,5.737786209,5.031746972
TAF9,5.118442985,4.516580525
TARS,4.530644179,4.819472649
TAS2R1,0.463441983,1.166531141
TBC1D9B,4.976800032,4.831100634
TBCA,4.896734843,6.157592006
TCERG1,4.541198333,4.068590159
TCF7,5.89008314,4.727049952
TCOF1,3.596325346,3.352172198
TERT,1.196224464,0.905603013
TGFBI,5.57860138,7.523557328
THBS4,1.859926793,1.14939126
THG1L,2.914079029,3.323667731
THOC3,4.319965925,4.736883327
TICAM2,2.849415068,3.101617231
TIFAB,3.90593829,2.864441153
TIGD6,2.087337983,1.52916563
TIMD4,3.137540519,0.695843848
TLX3,0,0
TMCO6,3.10662922,2.557692445
TMED7,4.636573555,4.785249746
TMED7-TICAM2,3.494925522,3.85296307
TMED9,5.445809271,5.796951249
TMEM161B,3.60697605,3.166732651
TMEM167A,4.502198459,4.495518703
TMEM171,0.325732757,0.883670289
TMEM173,5.391134457,5.113061759
TMEM174,0.101606167,0.864564511
TMEM232,2.0464857,0.856189345
TNFAIP8,5.698109181,5.804417367
TNIP1,5.80622633,5.981801585
TNPO1,5.074251459,4.998470035
TPPP,2.066572663,2.009845605
TRIM23,3.127406017,2.734624477
TRIM36,1.453372074,0.639787958
TRIM41,3.271204078,3.200598773
TRIM52,3.869166264,3.011227409
TRIM7,0.668160874,1.053003277
TRIO,4.129987807,4.485715075
TRIP13,2.993432305,2.686747439
TRPC7,0.061537572,0.327165412
TSLP,0.300854847,0.975599411
TSPAN17,3.531600615,3.833322942
TSSK1B,0.072866114,0
TTC1,4.555409267,4.554956519
TTC23L,0.395923448,0.866418619
TTC33,2.686045371,2.427526475
TTC37,5.055212622,4.592410303
TXNDC15,4.032890507,3.72837505
UBE2B,3.94901584,3.780150315
UBE2D2,5.228169858,4.842565261
UBE2QL1,0.346501901,0.418428711
UBLCP1,4.326664854,4.345529946
UBTD2,3.551081343,3.79526454
UGT3A1,0.085030268,0.150011279
UGT3A2,0.235780527,0.170890542
UIMC1,3.896117848,3.57498709
UNC5A,1.656360871,1.64582886
UQCRQ,4.780831224,4.717539725
UTP15,3.130261167,2.838253057
VCAN,4.680260862,5.326541884
WDR36,4.041957353,3.601291112
WDR41,4.479572909,3.931616778
WDR55,4.179054832,4.150035311
WDR70,4.480327638,4.160446604
WNT8A,0.224856606,0.321216996
WWC1,0.988412516,1.882513962
XRCC4,2.753700395,2.287706979
YIPF5,3.692858873,3.8546981
YTHDC2,4.267374471,3.776129463
ZBED3,0.700461936,0.663278677
ZCCHC10,3.208684259,2.893741751
ZCCHC9,3.361227652,2.948415901
ZDHHC11,1.538698679,1.204016159
ZFP2,0.381661031,0.143761811
ZFP62,3.505804395,2.946683576
ZFR,5.183243682,4.836510738
ZFYVE16,4.112027566,4.304773874
ZMAT2,4.831063921,4.532222563
ZNF131,4.477804684,3.857438023
ZNF300,1.238261796,1.853826034
ZNF346,3.538563723,2.624589514
ZNF354A,2.970776765,2.471514872
